pokemon,habilidades
Necrozma,"Prism Armor,Prism Armor,Prism Armor,Neuroforce","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):"
Guzzlord,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):, learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Kartana,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Celesteela,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):, learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Xurkitree,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):, learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Pheromosa,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):, learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Buzzwole,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):, learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Nihilego,Beast Boost,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):, learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Lunala,Shadow Shield,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Sword & Shield at the levels specified., learns the following moves when it evolves in Pokémon Sword & Shield (regardless of level)., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):"
Solgaleo,Full Metal Body,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Sword & Shield at the levels specified., learns the following moves when it evolves in Pokémon Sword & Shield (regardless of level)., does not learn any moves by breeding in Pokémon Sword & Shield., can be taught these attacks in Pokémon Sword & Shield from move tutors (,):"
Cosmoem,Sturdy,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Sword & Shield at the levels specified., learns the following moves when it evolves in Pokémon Sword & Shield (regardless of level)., does not learn any moves by breeding in Pokémon Sword & Shield."
Cosmog,Unaware,"The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield."
Tapu Fini,"Misty Surge,Telepathy","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Sword & Shield at the levels specified., does not learn any moves by breeding in Pokémon Sword & Shield., learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., does not learn any moves by breeding in Pokémon Ultra Sun & Ultra Moon., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
